지정상품(국문),NICE분류,유사군코드,지정상품(영문)
지식재산권 이용 관련 법률서비스업,45,S120402,legal services relating to the exploitation of intellectual property rights
지식재산권침해 관련 자문업,45,S120402,advisory services relating to the infringement of intellectual property rights
특허권침해 관련 자문업,45,S120402,advisory services relating to infringement of patent rights
간병도우미업,45,"S120503,S174501","carers services, namely, providing personal support services for families of patients with life threatening disorders"
산모도우미업,45,"S120503,S174501",mother helpers services
개인옷장스타일링상담업,45,S1214,personal wardrobe styling consultancy
턱시도 대여업,45,S1214,tuxedo rental
기모노 드레싱보조업,45,S1214,kimono dressing assistance
모자 대여업,45,S1214,hat rental
신부용 가운 대여업,45,S1214,rental of bridal gowns
이브닝웨어 대여업,45,S1214,rental of evening wear
작업복 대여업,45,S1214,workwear rental
개인용 패션코디네이션 관련 정보제공업,45,S1214,information relating to fashion coordination services for individuals
개인의상 스타일링서비스 관련 정보제공업,45,S1214,information about personal wardrobe styling services
드레스 임대업,45,S1214,rental of dresses
브래지어 측정 및 맞춤서비스로 구성된 개인스타일링업,45,S1214,personal styling services consisting of bra measuring and fitting services
빈곤층을 위한 의류제공업(자선업),45,S1214,providing clothing to needy persons [charitable services]
신발 임대업,45,S1214,footwear rental
여성속옷 측정 및 맞춤서비스로 구성된 개인스타일링업,45,S1214,personal styling services consisting of measuring and fitting services for ladies' lingerie
의류 대여 관련 정보제공업,45,S1214,providing information relating to clothing rental services
이브닝드레스 대여업,45,S1214,rental of evening dresses
래시가드 대여업,45,S1214,rental of rash guards
웨딩드레스 대여업,45,S1214,rental of wedding dresses
의류 선택 관련 개인 색상분석업,45,S1214,individual color analysis services relating to clothing selection
의류 선택 관련 개인 색상분석업,45,S1214,individual colour analysis services relating to clothing selection
신발 임대업,45,S1214,rental of shoes
신발 임대업,45,S1214,rental of footwear
의복 대여업,45,S1214,rental of clothing
빈곤층을 위한 신발제공업(자선업),45,S1214,providing shoes to needy persons [charitable services]
의복 대여업,45,S1214,clothing rental
야회복 대여업,45,S1214,evening dress rental
한복 대여업,45,S1214,hanbok [Korean traditional clothing] rental
개인패션상담업,45,S1214,personal fashion consulting services
개인의상 스타일링서비스업,45,S1214,personal wardrobe styling services
무도회가운 임대업,45,S1214,rental of ball gowns
정장 대여업,45,S1214,rental of formal wear
유니폼 대여업,45,S1214,rental of uniforms
아동복 대여업,45,S1214,rental of children's clothing
온라인 의복 대여업,45,S1214,online rental of clothing
장례식장 경영업,45,S128401,management of funeral parlors
위패 분양업,45,S128401,mortuary tablets sales services
묘지 또는 봉안당 제공업,45,S128401,providing grave spaces or charnel houses
장의관련 정보제공업,45,S128401,provision of information relating to funerals
제대(祭臺) 임대업,45,S128401,rental of altars
장례복 대여업,45,S128401,rental of funeral attires
봉안당 분양업,45,S128401,sales of charnel houses
묘석 청소 대행업,45,S128401,tombstone cleaning agency
영안실 미용사업,45,S128401,desairologists' services
영안실 미용사업,45,S128401,mortuary cosmetologists' services
미이라화서비스업,45,S128401,mummification services
장례식진행업,45,S128401,conducting funeral ceremonies
화장(火葬)을 수반한 장례업,45,S128401,funeral services accompanying cremation
장의업(葬儀業),45,S128401,funeral arrangement services
화장(火葬)을 수반한 장례업,45,S128401,funeral ceremony services accompanying cremation
화장업(火葬業),45,S128401,cremation services
장의업(葬儀業),45,S128401,funerary undertaking
장례서비스업,45,S128401,funerary services
묘지 청소 대행업,45,S128401,cemetery cleaning agency
묘지 관리업,45,S128401,cemetery maintenance
묘지 조성업,45,S128401,cemetery management
화장업(火葬業),45,S128401,crematorium services
시체방부보호업,45,S128401,embalming services
유골봉안 분양업,45,S128401,enshrined ashes sales services
장례도우미업,45,S128401,funeral helper servcies
장례식장업,45,S128401,funeral home services
장례서비스대행업,45,S128401,funeral service agency
장례업,45,S128401,funeral services
장의업(葬儀業),45,S128401,burial services
매장 서비스업,45,S128401,interment services
묘지 임대업,45,S128401,leasing of cemeteries
봉안묘 관리업,45,S128401,maintenance of charnel graves
봉안당 관리업,45,S128401,maintenance of charnel houses
위패 관리업,45,S128401,maintenance of mortuary tablets
유골함 관리업,45,S128401,maintenance of urns
동물의 화장업,45,S128402,animal cremation
동물의 장례업,45,S128402,animal funerals
애완동물용 봉안당 관리업,45,S128402,maintenance of charnel houses for pets
애완동물용 묘지관리업,45,S128402,maintenance of grave spaces for pets
애완동물 봉안당업,45,S128402,pet charnel houses
애완동물 화장업(火葬業),45,S128402,pet cremation services
애완동물 수목장업,45,S128402,pet woodland burial
애완동물 장례식장업,45,S128402,pet funeral home services
화장(火葬)을 수반한 애완동물 장례업,45,S128402,pet funeral services accompanying cremation
화장(火葬)을 수반한 애완동물 장례업,45,S128402,pet funeral ceremony services accompanying cremation
애완동물 장례서비스업,45,S128402,pet funeral services
애완동물 장의업,45,S128402,pet funerals
애완동물 건조장업,45,S128402,pet fuller's field
장애인 돌봄서비스업,45,S174501,providing care services for the disabled
노인 및 장애인용 교제서비스업,45,S174501,companionship services for the elderly and disabled
임산부 도우미업,45,S174501,doula services
